id|word|kana
4346|ご都合主義|GOTSUGOU SHUGI
4347|世界線|SEKAISEN
4348|黒歴史|KUROREKISHI
4349|ツンデレ|TSUNDERE
4350|ヤンデレ|YANDERE
4351|クーデレ|KU-DERE
4352|お約束|OYAKUSOKU
4353|様式美|YOUSIKIBI
4354|最終回|SAISHUUKAI
4355|打ち切り|UCHIKIRI
4356|伏線回収|FUKUSENKAISHUU
4357|テコ入れ|TEKOIRE
4358|焼き直し|YAKINAOSHI
4359|聖地巡礼|SEICHIJUNREI
4360|推し|OSHI
4361|担当|TANTOU
4362|同担拒否|DOUTANKYOHI
4363|古参|KOSAN
4364|新規|SHINKI
4365|古参アピール|KOSANAPI-RU
4366|炎上|ENJOU
4367|バズる|BAZURU
4368|インフルエンサー|INFURUENSA-
4369|ミーム|MI-MU
4370|トレンド|TORENDO
4371|スパチャ|SUPACHA
4372|投げ銭|NAGESEN
4373|アルゴリズム|ARUGORIZUMU
4374|アカウント|AKAUNTO
4375|サブ垢|SABUAKA
4376|裏垢|URAaka
4377|ブロック|BUROKKU
4378|ミュート|MYU-TO
4379|リムる|RIMURU
4380|フォロワー|FOROWA-
4381|アンチ|ANCHI
4382|信者|SHINJA
4383|対立煽り|TAIRITSUAORI
4384|なりすまし|NARISUMASHI
4385|コピペ|KOPIPE
4386|テンプレート|TENPURE-TO
4387|スタンプ|SUTANPU
4388|絵文字|EMOJI
4389|ハッシュタグ|HASSHUTAGU
4390|ジオタグ|JIOTAGU
4391|メタデータ|METADE-TA
4392|エクスペリエンス|EKUSUPERIENSU
4393|イマーシブ|IMA-SHIBU
4394|プレゼンス|PUREZENSU
4395|ハプティクス|HAPUTHIKUSU
4396|フレームレート|FURE-MURE-TO
4397|ラグ|RAGU
4398|同期|DOUKI
4399|非同期|HIDOUKI
4400|サーバー|SA-BA-
4401|クライアント|KURAIANTO
4402|P2P|PI-TSU-PI-
4403|ホスト|HOSUTO
4404|ゲスト|GESUTO
4405|回線|KAISEN
4406|ping|PINGU
4407|パケット|PAKETTO
4408|レイテンシ|REITENSHI
4409|チート|CHI-TO
4410|グリッチ|GURICCHI
4411|バグ|BAGU
4412|デバッグ|DEBAGGU
4413|パッチ|PACCHI
4414|アップデート|APPUDE-TO
4415|ナーフ|NA-FU
4416|バフ|BAFU
4417|デバフ|DEBAFU
4418|メタ|META
4419|環境|KANKYOU
4420|ビルド|BIRUDO
4421|テンプレ|TENPURE
4422|最適解|SAITEKIKAI
4223|RTA|A-RU TI- E-
4224|TAS|TASU
4225|フレーム|FURE-MU
4226|乱数調整|RANSUUCHOUSEI
4227|エンカウント|ENKAUNTO
4228|レベリング|REBERINGU
4229|周回|SHUUKAI
4230|マラソン|MARASON
4231|ガチャ|GACHA
4232|課金|KAKIN
4233|廃課金|HAIKAKIN
4234|レイド|REIDO
4235|ギルド|GIRUDO
4236|クラン|KURAN
4237|ソロ|SORO
4238|デュオ|DHYUO
4239|スクワッド|SUKUWADDO
4240|パーティ|PA-TEI
4241|コンボ|KONBO
4242|チェーン|CHE-N
4243|カウンター|KAUNTA-
4244|クリティカル|KURITHIKARU
4245|ヘッドショット|HEDDOSHOTTO
4246|実績|JISSEKI
4247|トロフィー|TOROFI-
4248|チュートリアル|CHU-TORIARU
4249|ラスボス|RASUBOSU
4250|裏ボス|URABOSU
4251|隠しキャラ|KAKUSHIKYARA
4252|イースターエッグ|I-SUTA-EGGU
4253|フラグ|FURAGU
4254|分岐|BUNKI
4255|ルート|RU-TO
4256|ハッピーエンド|HAPPI-ENDO
4257|バッドエンド|BADDOENDO
4258|ノーマルエンド|NO-MARUENDO
4259|トゥルーエンド|TORU-ENDO
4260|夕凪|YUUNAGI
4261|木漏れ日|KOMOREBI
4262|道草|MICHI KUSA
4263|うたた寝|UTATANE
4264|残り香|NOKORIGA
4265|既視感|KISHIKAN
4266|潮時|SHIODOKI
4267|相槌|AIZUCHI
4268|悪あがき|WARUAGAKI
4269|生返事|NAMAHENJI
4270|空元気|KARAGENKI
4271|悪巧み|WARUDAKUMI
4272|茶番|CHABAN
4273|無礼講|BUREIKOU
4274|片鱗|HENRIN
4275|残骸|ZANGAI
4276|蜃気楼|SHINKIROU
4277|陽炎|KAGEROU
4278|五月雨|SAMIDARE
4279|時雨|SHIGURE
4280|吹雪|FUBUKI
4281|ダイヤモンドダスト|DAIYAMONDODASUTO
4282|ワープ|WA-PU
4283|サイバーパンク|SAIBA-PANKU
4284|スチームパンク|SUCHI-MUPANKU
4285|ディーゼルパンク|DI-ZERUPANKU
4286|サイコキネシス|SAIKOKINESHISU
4287|テレパシー|TEREPASHI-
4288|テレポーテーション|TEREPO-TE-SHON
4289|念写|NENSHA
4290|予知|YOCHI
4291|透視|TOUSHI
4292|超能力|CHOUNOURYOKU
4293|ディストピア|DISUTOPIA
4294|ユートピア|YU-TOPIA
4295|ポストアポカリプス|POSUTOAPOKARIPUSU
4296|スペースオペラ|SUPE-SUOPERA
4297|ハードSF|HA-DOESUEFU
4298|サイバー空間|SAIBA-KUUKAN
4299|マトリックス|MATORIKKUSU
4300|電脳|DENNOU
4301|義体|GITAI
4302|インプラント|INPURANTO
4303|ドローン|DORO-N
4304|アンドロイド|ANDOROIDO
4305|レプリカント|REPURIKANTO
4306|クローン|KURO-N
4307|ミュータント|MYU-TANTO
4308|超光速|CHOUKOUSOKU
4309|ハイパードライブ|HAIPA-DORAIBU
4310|ゲリラ戦|GERIRASEN
4311|電撃戦|DENGEKISEN
4312|消耗戦|SHOUMOUSEN
4313|塹壕|ZANGOU
4314|焦土作戦|SHOUDOSAKUSEN
4315|無人兵器|MUJINHEIKI
4316|衛星兵器|EISEIHEIKI
4317|レールガン|RE-RUGAN
4318|荷電粒子砲|KADENRYUUSHIHOU
4319|プラズマ兵器|PURAZUMAHEIKI
4320|光学迷彩|KOUGAKUMEISAI
4321|パワードスーツ|PAWA-DOSU-TSU
4322|巨大ロボット|KYODAIROBOTTO
4663|月下氷人|GEKKAHYOUJIN
4664|一陽来復|ICHIYOU RAIFUKU
4665|画竜点睛|GARYOUTENSEI
4666|錦上添花|KINJOUTENKA
4667|起死回生|KISHIKAISEI
4668|虎視眈々|KOSHITANTAN
4669|竜頭蛇尾|RYUUTOUDABI
4670|空中楼閣|KUUCHUUROUKAKU
4671|森羅万象|SHINRABANSHOU
4672|花鳥風月|KACHOUFUUGETSU
4673|雪月花|SETSUGETSUKA
4674|明鏡止水|MEIKYOUSUISUI
4675|風林火山|FUURINKAZAN
4676|電光石火|DENKOUSEKKA
4677|疾風迅雷|SHIPPUUJINRAI
4678|傍若無人|BOUJAKUBUJIN
4679|唯我独尊|YUIGADOKUSON
4680|一蓮托生|ICHIRENTAKUSHOU
4681|呉越同舟|GOETSUDOUSYUU
4682|四面楚歌|SHIMENSOKA
4683|捲土重来|KENDOCHOURAI
4684|臥薪嘗胆|GASHINSHOUTAN
4685|乾坤一擲|KENKON'ITTEKI
4686|泡沫夢幻|HOUKATSUMUGEN
4687|諸行無常|SHOGYOUMUJOU
4688|色即是空|SHIKISOKUZEKUU
4689|会者定離|ESHAJOURI
4690|生者必滅|SHOUJAHITSUMETSU
4691|愛別離苦|AIBETSURIKU
4692|怨憎会苦|ONZOU EKU
4693|求不得苦|GUFUTOKKU
4694|五蘊盛苦|GOUNJOUKU
4695|天衣無縫|TEN'IMUHOU
4696|神出鬼没|SHINSHUTSUKIBOTSU
4697|変幻自在|HENGENJIZAI
4698|意味深長|IMISHINCHOU
4699|言語道断|GONGODOUDAN
4700|針小棒大|SHINSHOUBOUDAI
4701|阿鼻叫喚|ABIKYOUKAN
4702|魑魅魍魎|CHIMIMOURYOU
4703|百鬼夜行|HYAKKIYAKOU
4704|青天の霹靂|SEITEN NO HEKIREKI
4705|対岸の火事|TAIGAN NO KAJI
4706|焼け石に水|YAKEISHI NI MIZU
4707|暖簾に腕押し|NOREN NI UDEOSHI
4708|糠に釘|NUKA NI KUGI
4709|猫に小判|NEKO NI KOBAN
4710|豚に真珠|BUTA NI SHINJU
4711|月と鼈|TSUKI TO SUPPON
4712|提灯に釣鐘|CHOUCHIN NI TSURIGANE
4713|覆水盆に返らず|FUKUSUI BON NI KAERAZU
4714|後の祭り|ATO NO MATSURI
4715|賽は投げられた|SAI WA NAGERARETA
4716|賽の目|SAINOME
4717|天秤|TENBIN
4718|分銅|FUNDOU
4719|錘|OMORI
4720|振り子|FURIKO
4721|歯車|HAGURUMA
4722|ぜんまい|ZENMAI
4723|砂時計|SUNADOKEI
4724|日時計|HIDOKEI
4725|万華鏡|MANGEKYOU
4726|プリズム|PURIZUMU
4727|モザイク|MOZAIKU
4728|ステンドグラス|SUTENDOGURASU
4729|カリカチュア|KARIKACHUA
4730|風刺画|FUUSHIGA
4731|戯画|GIGA
4732|落書き|RAKUGAKI
4733|アングラ|ANGURA
4734|サブカルチャー|SABUKARUCHA-
4735|カウンターカルチャー|KAUNTA-KARUCHA-
4736|サイケデリック|SAIKEDERIKKU
4737|ノスタルジア|NOSUTARUJIA
4738|レトロフューチャー|RETOOFYU-CHA-
4739|廃墟|HAIKYO
4740|トマソン|TOMASON
4741|ジャンクアート|JANKUA-TO
4742|アッサンブラージュ|ASSANBURA-JU
4743|コラージュ|KORA-JU
4744|ブリコラージュ|BURIKORA-JU
4745|レディメイド|REDIMEIDO
4746|オートマティスム|O-TOMATISUMU
4747|デペイズマン|DEPEIZUMAN
4748|フロッタージュ|FUROTTA-JU
4749|デカルコマニー|DEKARUKOMANI-
4750|シュルレアリスム|SHURUREARISUMU
4751|ダダイズム|DADA-IZUMU
4752|ミニマリズム|MINIMARIZUMU
4753|侘び|WABI
4754|寂び|SABI
4755|幽玄|YUUGEN
4756|物の哀れ|MONO NO AWARE
4757|粋|IKI
4758|雅|MIYABI
4759|不易流行|FUEKIRYUUKOU
4760|序破急|JOHAKYUU
4761|間|MA
4762|余白|YOHAKU
4763|刹那|SETSUNA
4764|黄昏|TASOGARE
4765|暁|AKATSUKI
4766|東雲|SHINONOME
4767|曙|AKEBONO
4768|夜明け|YOAKE
4769|日没|NICHIBOTSU
4770|宵闇|YOIYAMI
4771|月夜|TSUKIYO
4772|星月夜|HOSHIZUKIYO
4773|雨月|UGETSU
4774|無月|MUGETSU
4775|十六夜|IZAYOI
4776|朧月|OBOROZUKI
4777|時雨月|SHIGUREZUKI
4778|氷雨|HISAME
4779|霧雨|KIRISAME
4780|春霖|SHUNRIN
4781|五月雨|SAMIDARE
4782|夕立|YUDACHI
4783|狐の嫁入り|KITSUNE NO YOMEIRI
4784|風花|KAZAHANA
4785|淡雪|AWAYUKI
4786|細雪|SASAMEYUKI
4787|吹雪|FUBUKI
4788|青嵐|AOARASHI
4789|木枯らし|KOGARASHI
4790|春一番|HARUICHIBAN
4791|空っ風|KARAKKAZE
4792|風凪|KAJANAGI
4793|夕凪|YUUNAGI
4794|朝凪|ASANAGI
4795|陽炎|KAGEROU
4796|逃げ水|NIGEMIZU
4797|不知火|SHIRANUI
4798|潮騒|SHIOSAI
4799|波の花|NAMI NO HANA
4800|赤潮|AKASHIO
4801|空蝉の術|UTSUSEMI NO JUTSU
4802|影分身|KAGEBUNSHIN
4803|変わり身の術|KAWARIMI NO JUTSU
4804|口寄せの術|KUCHIYOSE NO JUTSU
4805|忍法帖|NINPOUCHOU
4806|サムライ|SAMURAI
4807|ニンジャ|NINJA
4808|ゲイシャ|GEISHA
4809|ハラキリ|HARAKIRI
4810|カミカゼ|KAMIKAZE
4811|ショーグン|SHOUGUN
4812|ダイミョウ|DAIMYOU
4813|ブシドー|BUSHIDO-
4814|ワビサビ|WABISABI
4815|ゼン|ZEN
4816|サトリ|SATORI
4817|カイゼン|KAIZEN
4818|カラオケ|KARAOKE
4819|マンガ|MANGA
4820|アニメ|ANIME
4821|オタク|OTAKU
4822|カワイイ|KAWAII
4823|モッタイナイ|MOTTAINAI
4824|イキガイ|IKIGAI
4825|カロウシ|KAROUSHI
4826|根性|KONJOU
4827|気合|KIAI
4828|大和魂|YAMATODAMASHII
4829|もののふ|MONONOFU
4830|傾奇者|KABUKIMONO
4831|修羅|SHURA
4832|羅刹|RASETSU
4833|夜叉|YASHA
4834|鬼神|KIJIN
4835|武士道|BUSHIDOU
4836|騎士道|KISHIDOU
4837|ノブレスオブリージュ|NOBURESUOBURI-JU
4838|フェアプレイ|FEAPUREI
4839|おもてなし|OMOTENASHI
4840|根回し|NEMAWASHI
4841|忖度|SONTAKU
4842|本音と建前|HONNE TO TATEMAE
4843|出る杭は打たれる|DERU KUI WA UTARERU
4844|長いものには巻かれろ|NAGAI MONO NIWA MAKARERO
4845|石橋を叩いて渡る|ISHIBASHI O TATAITE WATARU
4846|虎穴に入らずんば虎子を得ず|KOKETSU NI IRAZUNBA KOJI O EZU
4847|漁夫の利|GYOFU NO RI
4848|背水の陣|HAISUI NO JIN
4849|四面楚歌|SHIMENSOKA
4850|捲土重来|KENDOCHOURAI
4851|臥薪嘗胆|GASHINSHOUTAN
4852|乾坤一擲|KENKON'ITTEKI
4853|青は藍より出でて藍より青し|AO WA AI YORI IDETE AI YORI AOSHI
4854|ガラスの天井|GARASU NO TENJOU
4855|赤い糸|AKAI ITO
4856|運命の輪|UNMEI NO WA
4857|バベルの塔|BABERU NO TOU
4858|ノアの方舟|NOA NO HAKOBUNE
4559|ソドムとゴモラ|SODOMU TO GOMORA
4560|最後の晩餐|SAIGO NO BANSAN
4561|パンドラの箱|PANDORA NO HAKO
4562|トロイの木馬|TOROI NO MOKUBA
4563|アキレス腱|AKIREUSUKEN
4564|ダモクレスの剣|DAMOKURESU NO TSURUGI
4565|ゴルディアスの結び目|GORUDHIASU NO MUSUBIME
4566|カエサルの賽|KAESARU NO SAI
4567|賽は投げられた|SAI WA NAGERARETA
4568|賽の河原|SAI NO KAWARA
4569|三途の川|SANZU NO KAWA
4570|彼岸|HIGAN
4571|此岸|SHIGAN
4572|黄泉平坂|YOMOTSUHIRASAKA
4573|天岩戸|AMANoiWATO
4574|八岐大蛇|YAMATANOOROCHI
4575|因幡の白兎|INABA NO SHIROUSAGI
4576|浦島太郎|URASHIMATAROU
4577|かぐや姫|KAGUYAHIME
4578|舌切り雀|SHITAKIRISUZUME
4579|こぶとりじいさん|KOBUTORIJISAN
4580|花さかじいさん|HANASAKAJIISAN
4581|桃太郎|MOMOTAROU
4582|金太郎|KINTAROU
4583|一寸法師|ISSUNBOUSHI
4584|かちかち山|KACHIKACHIYAMA
4585|さるかに合戦|SARUKANIGASSEN
4586|雪女|YUKIONNA
4587|ろくろ首|ROKUROKUBI
4588|一つ目小僧|HITOTSUMEKOUZOU
4589|からかさ小僧|KARAKASAKOZOU
4590|豆腐小僧|TOUFUKOZOU
4591|座敷童子|ZASHIKIWARASHI
4592|河童|KAPPA
4593|天狗|TENGU
4594|鬼|ONI
4595|天邪鬼|AMANOJAKU
4596|ぬらりひょん|NURARIHYON
4597|百目|HYAKUME
4598|猫又|NEKOMATA
4599|化け狸|BAKEDANUKI
4600|化け狐|BAKEGITSUNE
4601|九尾の狐|KYUUBI NO KITSUNE
4602|玉藻前|TAMAMONOMAE
4603|酒呑童子|SHUTENDOUJI
4604|茨木童子|IBARAKIDOUJI
4605|大嶽丸|OOTAKEMARU
4606|がしゃどくろ|GASHADOKURO
4607|牛鬼|USHIONI
4608|海坊主|UMIBOUZU
4609|舟幽霊|FUNAYUUREI
4610|人魚|NINGYO
4611|セイレーン|SEIRE-N
4612|ローレライ|RO-RERAI
4613|クラーケン|KURA-KEN
4614|リヴァイアサン|RIVAIASAN
4615|ベヒモス|BEHIMOSU
4616|ジズ|JIZU
4617|フェニックス|FENIKKUSU
4618|ユニコーン|YUNIKO-N
4619|ペガサス|PEGASASU
4620|グリフォン|GURIFON
4621|ヒッポグリフ|HIPOGURIFU
4622|キマイラ|KIMAIRA
4623|マンティコア|MANTEIKOA
4624|ヒュドラ|HYUDORA
4625|ケルベロス|KERUBEROSU
4626|オルトロス|ORUTOROSU
4627|スフィンクス|SUFINKUSU
4628|ハーピー|HA-PI-
4629|メデューサ|MEDYU-SA
4630|ゴルゴン|GORUGON
4631|ミノタウロス|MINOTAURUSU
4632|ケンタウロス|KENTAURUSU
4633|サテュロス|SATYUROSU
4634|サイクロプス|SAIKUROPPUSU
4635|ギガス|GIGASU
4636|タイタン|TAITAN
4637|コボルト|KOBORUTO
4638|ノッカー|NOKKA-
4639|ブラウニー|BURAUNI-
4640|ピクシー|PIKUSHI-
4641|スプライト|SUPURaito
4642|グレムリン|GUREMURIN
4643|バグベア|BAGUBEA
4644|リッチ|RICCHI
4645|ヴァンパイア|VANPAIA
4646|ワーウルフ|WA-URUFU
4647|ゾンビ|ZONBI
4648|スケルトン|SUKERUTON
4649|グール|GU-RU
4650|マミー|MAMI-
4651|ゴースト|GO-SUTO
4652|レイス|REISU
4653|スペクター|SUPEKUTA-
4654|ポルターガイスト|PORUTA-GAISUTO
4655|ドッペルゲンガー|DOPPERUGENGA-
4656|フェアリーリング|FEARI-RINGU
4657|ウィルオウィスプ|UIRUOUISUPU
4658|ジャックオーランタン|JAKKUO-RANTAN
4659|バフォメット|BAFOMETTO
4660|リリス|RIRISU
4661|インキュバス|INKYUBASU
4662|サキュバス|SAKYUBASU
4663|ナイトメア|NAITOMEA
4664|天使|TENSHI
4665|大天使|DAITENSHI
4666|熾天使|SERAFIMU
4667|智天使|KERUBIMU
4668|座天使|ZATENSHI
4669|主天使|SHUTENSHI
4670|力天使|RIK天使
4671|能天使|NOUTENSHI
4672|権天使|GONTENSHI
4673|堕天使|DATENSHI
4674|サタン|SATAN
4675|ルシファー|RUSHIFA-
4676|ベルゼブブ|BERUZEBUBU
4677|アスモデウス|ASUMODEUSU
4678|ベリアル|BERIARU
4679|アスタロト|ASUTAROTO
4680|審判の日|SHINPAN NO HI
4681|ハルマゲドン|HARUMAGEDON
4682|黙示録の獣|MOKUSHIROKU NO KEMONO
4683|四騎士|YONKISHI
4684|静電気|SEIDENKI
4685|圧電効果|ATSUDENKOUKA
4686|焦電効果|SHOUDENKOUKA
4687|超伝導|CHOUDENDOU
4688|マイスナー効果|MAISUNA-KOUKA
4689|ジョセフソン効果|JOSEFUSONKOUKA
4690|量子ホール効果|RYOUSHIHO-RUKOUKA
4691|半導体|HANDOUTAI
4692|ドーピング|DO-PINGU
4693|PN接合|PI-ENUSETSUGOU
4694|ダイオード|DAIO-DO
4695|トランジスタ|TORANJISUTA
4696|集積回路|SHUUSEKIKAIRO
4697|ムーアの法則|MU-A NO HOUSOKU
4698|CPU|SHI-PI-YU-
4699|GPU|JI-PI-YU-
4700|メモリ|MEMORI
4701|ストレージ|SUTORE-JI
4702|マザーボード|MAZA-BO-DO
4703|BIOS|BAIOSU
4704|OS|O-ESU
4705|カーネル|KA-NERU
4706|シェル|SHERU
4707|GUI|JI-YU-AI
4708|CUI|SHI-YU-AI
4709|コマンドライン|KOMANDORAIN
4710|プロンプト|PURONPUTO
4711|ディレクトリ|DIREKUTORI
4712|ファイルシステム|FUAIRUSHISUTEMU
4713|ルート|RU-TO
4714|パス|PASU
4715|パーミッション|PA-MISSHON
4716|管理者権限|KANRISHAKENGEN
4717|スーパーユーザー|SU-PA-YU-ZA-
4718|プロセス|PUROSESU
4719|スレッド|SUREDDO
4720|マルチタスク|MARUCHITASUKU
4721|割り込み|WARIKOMI
4722|ポーリング|PO-RINGU
4723|ドライバ|DORAIBA
4724|プラグアンドプレイ|PURAGUANDOPUREI
4725|ホットスワップ|HOTTOSUWAPPU
4726|プロトコル|PUROTOKORU
4727|TCP/IP|THI-SHI-PI-AIPI-
4728|HTTP|EICHITHI-THI-PI-
4729|FTP|EFUTHI-PI-
4730|DNS|DI-ENUESU
4731|IPアドレス|AIPI-ADORESU
4732|ポート|PO-TO
4733|パケット|PAKETTO
4734|ルーティング|RU-THINGU
4735|スイッチング|SUICCHINGU
4736|ハブ|HABU
4737|LAN|RAN
4738|WAN|WAN
4739|VPN|BUIPI-ENU
4740|イントラネット|INTORANETTO
4741|エクストラネット|EKUSUTORANETTO
4742|ダークウェブ|DA-KUUEBU
4743|ディープウェブ|DI-PUUEBU
4744|検索エンジン|KENSAKUENJIN
4745|クローラ|KURO-RA
4746|インデックス|INDEKKUSU
4747|ページランク|PE-JIRANKU
4748|SEO|ESUI-O-
4749|SNS|ESUENUESU
4750|ブログ|BUROGU
4751|掲示板|KEIJIBAN
4752|チャット|CHATTO
4753|炎上|ENJOU
4754|バズ|BAZU
4755|インフルエンサー|INFURUENSA-
4756|フォロワー|FOROWA-
4757|アルゴリズム|ARUGORIZUMU
4758|フィルターバブル|FIRUTA-BABURU
4759|エコーチェンバー|EKO-CHENBA-
4760|フェイクニュース|FEIKUNYU-SU
4761|ポストトゥルース|POSUTOTURU-SU
4762|アジェンダセッティング|AJIENDASETTINGU
4763|ゲートキーピング|GE-TOKI-PINGU
4764|サイファーパンク|SAIFA-PANKU
4765|ハクティビズム|HAKUTIBIZUMU
4766|オープンソース|O-PUNSO-SU
4767|フリーソフトウェア|FURI-SOFUTOUEA
4768|コピーレフト|KOPI-REFUTO
4769|クリエイティブコモンズ|KURIEITHIBUKOMONZU
4770|パブリックドメイン|PABURIKKUDOMEIN
4771|著作権|CHOSAKUKEN
4772|特許|TOKKYO
4773|商標|SHOUHYOU
4774|意匠|ISHOU
4775|知財|CHIZAI
4776|ロイヤリティ|ROIYARITHI
4777|ライセンス|RAISENSU
4778|サブスクリプション|SABUSUKURIPUSHON
4779|フリーミアム|FURI-MIAMU
4780|マネタイズ|MANETAIZU
4781|キャッシュフロー|KYASSHUFURRO-
4782|損益分岐点|SONEKIBUNKITEN
4783|減価償却|GENKASHOUKYAKU
4784|機会費用|KIKAIHIYOU
4785|埋没費用|MAIBOTSUHIYOU
4786|インセンティブ|INSENTIBU
4787|モラルハザード|MORARUHAZA-DO
4788|逆選択|GYAKUSENTAKU
4789|情報の非対称性|JOUHOU NO HITAISHOUSEI
4790|ゲーム理論|GE-MURIRON
4791|囚人のジレンマ|SHUUJIN NO JIRENMA
4792|ナッシュ均衡|NASSHUKINKOU
4793|パレート最適|PARE-TOSAITEKI
4794|ゼロサムゲーム|ZEROSAMUGE-MU
4795|プラスサムゲーム|PURASUSAMUGE-MU
4796|マイナスサムゲーム|MAINASUSAMUGE-MU
4797|チキンゲーム|CHIKINGE-MU
4798|タカ派|TAKAHa
4799|ハト派|HATOHa
4800|コモンズの悲劇|KOMONZU NO HIGEKI
4801|合成の誤謬|GOUSEI NO GOBYUU
4802|見えざる手|MIEZARUTE
4803|需要と供給|JUYOU TO KYOUKYUU
4804|市場の失敗|SHIJOU NO SHIPPAI
4805|外部経済|GAIBUKEIZAI
4806|外部不経済|GAIBUFUKEIZAI
4807|公共財|KOUKYOUZAI
4808|フリーライダー|FURI-RAIDA-
4809|レントシーキング|RENTOSEI-KINGU
4810|寡占|KASEN
4811|独占|DOKUSEN
4812|カルテル|KARUTERU
4813|トラスト|TORASUTO
4814|コンツェルン|KONTSUERUN
4815|ダンピング|DANPINGU
4816|セーフガード|SE-FUGA-DO
4817|関税|KANZEI
4818|非関税障壁|HIKANZEISHOUHEKI
4819|経済制裁|KEIZAISEISAI
4820|禁輸|KINNYU
4821|ベーシックインカム|BE-SHIKKUINKAMU
4822|負の所得税|FU NO SHOTOKUZEI
4823|格差|KAKUSA
4824|ジニ係数|JINIKEISUU
4825|貧困線|HINKONSEN
4826|エンゲル係数|ENGERUKEISUU
4827|可処分所得|KASHOBUNSHOTOKU
4828|タックスヘイブン|TAKKUSUHEIBUN
4829|法人税|HOUJINZEI
4830|所得税|SHOTOKUZEI
4831|消費税|SHOUHIZEI
4832|固定資産税|KOTEISHISANZEI
4333|相続税|SOUZOKUZEI
4334|贈与税|ZOUYOZEI
4335|直接税|CHOKUSETSUZEI
4336|間接税|KANSETSUZEI
4337|累進課税|RUISHINKAZEI
4338|逆進性|GYAKUSHINSEI
4339|財政|ZAISEI
4340|国債|KOKUSAI
4341|金融緩和|KINYUUKANWA
4342|量的緩和|RYOUTEKIKANWA
4343|ゼロ金利政策|ZEROKINRISEISAKU
4344|インフレターゲット|INFURETA-GETTO
4345|バブル経済|BABURUKEIZAI
4346|不良債権|FURYOUSAIKEN
4347|リーマンショック|RI-MANSHOKKU
4348|世界恐慌|SEKAIKYOUKOU
4349|ニューディール|NYU-DI-RU
4350|ブレトンウッズ体制|BURETON'UZZUTAISEI
4351|ニクソンショック|NIKUSONSHOKKU
4352|プラザ合意|PURAZAGOUI
4353|アジア通貨危機|AJIATSUUKAKIKI
4354|サブプライムローン|SABUPURAIMURO-N
4355|デリバティブ|DERIBATIBU
4356|スワップ取引|SUWAPPUTORIHIKI
4357|先物取引|SAKIMONOTORIHIKI
4358|オプション取引|OPUSHONTORIHIKI
4359|裁定取引|SAITEITORIHIKI
4360|ヘッジファンド|HEJJIFANDO
4361|プライベートエクイティ|PURAIBE-TOEKUITEI
4362|ベンチャーキャピタル|BENCHA-KYAPITARU
4363|エンジェル投資家|ENJERUTOUSIKA
4364|クラウドファンディング|KURAUDOFANDINGU
4365|ソーシャルレンディング|SO-SHARURENDINGU
4366|マイクロファイナンス|MAIKUROFAINANSU
4367|シャドーバンキング|SHADO-BANKINGU
4368|仮想通貨|KASOUTSUUKA
4369|暗号資産|ANGOUSHISAN
4370|フィンテック|FINTEKKU
4371|ブロックチェーン|BUROKKUCHE-N
4372|スマートコントラクト|SUMA-TOKONTORAKUTO
4373|分散型金融|BUNSANGATAKINNYUU
4374|DeFi|DI-FAI
4375|イールドファーミング|I-RUDOFA-MINGU
4376|流動性マイニング|RYUUDOUSEIMAININGU
4377|ステーブルコイン|SUTE-BURUKOIN
4378|ガバナンストークン|GABANANSUTO-KUN
4379|中央銀行デジタル通貨|CHUOUGINKOUDEJITARUTSUUKA
4380|CBDC|SHI-BI-DI-SHI
4381|第三者|DAISANSHA
4382|当事者|TOUJISHA
4383|善意|ZENI
4384|悪意|AKUI
4385|無過失|MUKASHITSU
4386|重過失|JUKASHITSU
4387|不可抗力|FUKAKOURYOKU
4388|信義則|SHINGISOKU
4389|禁反言|KINHANGEN
4390|公序良俗|KOUJORYOUZOKU
4391|受益者|JUEKISHA
4392|受益権|JUEKIKEN
4393|議決権|GIKETSUKEN
4394|拒否権|KYOHIKEN
4395|優越的地位|YUUETSUTEKICHII
4396|風評被害|FUUHYOUHIGAI
4397|デジャヴ|DEJAVU
4398|ジャメヴ|JAMEVU
4399|クリプトムネジア|KURIPUTOMUNEJIA
4400|超自我|CHOUJIGA
4401|イド|IDO
4402|リビドー|RIBIDO-
4403|タナトス|TANATOSU
4404|カタルシス|KATARUSHISU
4405|ペルソナ|PERUSONA
4406|シャドウ|SHADOU
4407|アニマ|ANIMA
4408|アニムス|ANIMUSU
4409|元型|GENKEI
4410|集合的無意識|SHUUGOU TEKI MUISHIKI
4411|シンクロニシティ|SHINKURONISHITI
4412|内向性|NAIKOUSEI
4413|外向性|GAIKOUSEI
4414|マインドセット|MAINDSETTO
4415|暗黙知|ANMOKUCHI
4416|形式知|KEISHIKICHI
4417|パラダイムシフト|PARADAIMUSHIFUTO
4418|アウフヘーベン|AUFUHE-BEN
4419|止揚|SHIYOU
4420|弁証法|BENSHOUHOU
4421|定立|TEIRITSU
4422|反定立|HANTEIRITSU
4423|総合|SOUGOU
4424|テーゼ|TE-ZE
4425|アンチテーゼ|ANCHITE-ZE
4426|ジンテーゼ|JINTE-ZE
4427|二元論|NIGENRON
4428|一元論|ICHIGENRON
4429|多元論|TAGENRON
4430|唯心論|YUISHINRON
4431|唯物論|YUIBUTSURON
4432|懐疑論|KAIGIRON
4433|不可知論|FUKACHIRON
4434|決定論|KETTEIRON
4435|非決定論|HIKETTEIRON
